image_id,file_name,instances,density_group,density_source,domain,domain_source,growth_stage,stage_source,mean_instance_occlusion,occlusion_group
384,4736774e2f5d3815452ca3960adbc9e5e56327f99ac3fe903ee876fc1780ba9c.png,41,40-50,authoritative_subset_annotations,CIMMYT_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.12411091044042692,Medium (10-30%)
385,47528cad7dfc8a054f6389a9d7c1aa827737092561ac3a42e816a8af00acb549.png,32,30-40,authoritative_subset_annotations,UQ_11,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.031678611732025436,Low (<10%)
386,476a1b1e8537e56f36054cdd88f2dbacd9421ed036b5c6d5c26b4fa76478dd5d.png,28,20-30,authoritative_subset_annotations,Terraref_1,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.02289189301044958,Low (<10%)
387,480596e7dbda83894930478594d5966ce80280b81d098a53a83aad3747b5c8d7.png,42,40-50,authoritative_subset_annotations,KSU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.03068000303520067,Low (<10%)
388,488db0b70cbdc3285f210ab1f4cae3104135720f0739762291126830ec76f7e6.png,0,0-10,authoritative_subset_annotations,Terraref_1,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.0,Low (<10%)
389,48caa6e55efd6fc995ca127598c5a84b5ca2b5a1528459632d01bebde746566a.png,112,>100,authoritative_subset_annotations,UQ_8,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.13200633284188945,Medium (10-30%)
390,48dd3ffc276e4dc36e8e98760c7e3fd7f4b205893c33fe6ea501fd531a9ac016.png,1,0-10,authoritative_subset_annotations,Terraref_2,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.0,Low (<10%)
391,491c9b3ba9007c97613c5f8586650e7cb7e742df44d2bf6e13cec130036c9bed.png,72,70-80,authoritative_subset_annotations,NAU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.1403101538702852,Medium (10-30%)
392,492bbabef97a0947036c0a8e9361c2e0c641d9b13ea1a6cd30533830f64426a9.png,80,80-100,authoritative_subset_annotations,UQ_10,authoritative_subset_annotations,Filling-Ripening,authoritative_subset_annotations,0.153466047757984,Medium (10-30%)
393,4931e80ac075aa4812574fdfee99e77572d286f0b14cbaf950826447a2385223.png,74,70-80,authoritative_subset_annotations,KSU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.16306068738118795,Medium (10-30%)
394,49569df7ecc8a361a1f231c9a873922d8b60a9a40f3215890b9e3ef56e6478a4.png,75,70-80,authoritative_subset_annotations,KSU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.1409339618088867,Medium (10-30%)
395,496c7b1e9f74f5d48407e2b01f91ce6d02d4e3e5aaf80da1fe1ade7a74133712.png,57,50-60,authoritative_subset_annotations,KSU_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.3328793236326989,High (>30%)
396,497f9dd3e34f946e46ebfafca71ac763d5a1adf4ad8db288b11e2240a13d4908.png,62,60-70,authoritative_subset_annotations,ARC_1,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.13417377731203786,Medium (10-30%)
397,49c022d9eb967fb4aeed7b0c8c84ace621890a2a1bbba99f2e88fad032f3f3da.png,52,50-60,authoritative_subset_annotations,KSU_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.09501849029843336,Low (<10%)
398,49f17b42c1fb3cafb9726b8f25b5689d6a72487b3680bc5d68d6691bb74f33b4.png,54,50-60,authoritative_subset_annotations,NAU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.044205398437900695,Low (<10%)
399,4a7acd4614db7450d30615fce2303f5e60a132525f579956b2054aadbb98df67.png,0,0-10,authoritative_subset_annotations,Terraref_2,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.0,Low (<10%)
400,4a83b1e5609dd8f5bab158021b474db1db7f8466c22ed5ef586283045013a106.png,63,60-70,authoritative_subset_annotations,KSU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.05416918215269748,Low (<10%)
401,4ad63ec5665deeb67e1c8ab7b5d90c6641c6aa13d853a2213a03a2eabddf86d2.png,39,30-40,authoritative_subset_annotations,ARC_1,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.18388744573231228,Medium (10-30%)
402,4b8e2c3d7c49fada81a802e06089439c2b64f70e14ec78fad7c7c8746b281490.png,32,30-40,authoritative_subset_annotations,NAU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.0,Low (<10%)
403,4be18a8228848c366be86379c8a416907da946b5102234ee35b6f0dd98e18ad2.png,7,0-10,authoritative_subset_annotations,Terraref_1,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.0,Low (<10%)
404,4c21ed8a9cb9188f44a12db6e7664a01a755866f970881c0273aa3b004cf2546.png,57,50-60,authoritative_subset_annotations,UQ_10,authoritative_subset_annotations,Filling-Ripening,authoritative_subset_annotations,0.09747801089248016,Low (<10%)
405,4c59475244ac66da46ee565caeeba10b964c8d803bbbab5eefeee52379e84a5d.png,33,30-40,authoritative_subset_annotations,Terraref_2,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.010789715335169882,Low (<10%)
406,4c857b5a806dfde735db3795700d8ce4aacdf17e8a923278b24c724ce087350e.png,40,40-50,authoritative_subset_annotations,KSU_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.08441181907750765,Low (<10%)
407,4c9c82eeefaaa8b3b7300561820274c0ff576b47ada9239862f4a295cbdb18b7.png,33,30-40,authoritative_subset_annotations,CIMMYT_3,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.12419295891798422,Medium (10-30%)
408,4cda09a2ad9be5ece9ccf8ae05b890926141e4b32785b4e3b495bc2315d100ff.png,7,0-10,authoritative_subset_annotations,Terraref_1,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.0,Low (<10%)
409,4ce14a086bde8b264b56bf632af7f496045f731ac589b97fcf8dc430d4d27813.png,73,70-80,authoritative_subset_annotations,KSU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.12409041179771498,Medium (10-30%)
410,4d02b4fe7c0a87bdbc827bf8490d8bfab316e15eee5840ecb540c7bd472d0ead.png,56,50-60,authoritative_subset_annotations,KSU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.29465498178807825,Medium (10-30%)
411,4d7e8f40db3c8dfb6ce4e6fb79a5834c1d4be46fd36a29a47fb5f65a1b363f63.png,94,80-100,authoritative_subset_annotations,UQ_10,authoritative_subset_annotations,Filling-Ripening,authoritative_subset_annotations,0.27594696220979514,Medium (10-30%)
412,4dd346c0fd3f49fb376435d3a5f1a84dc873783b926e92ebb4a64a88d162cae6.png,66,60-70,authoritative_subset_annotations,KSU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.12458795055769104,Medium (10-30%)
413,4e0bd2988832088ce33a266911c3583b298b795d9ee149f0699918cc12e93078.png,38,30-40,authoritative_subset_annotations,UQ_11,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.0,Low (<10%)
414,4eecbabba82453b246a4713968b9e3c682ada3bbe67950d36c81db8628100e9a.png,45,40-50,authoritative_subset_annotations,KSU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.10638932435182986,Medium (10-30%)
415,4eff7fe09da396cb90ce0cc009222f60894e411430b62bfb69d23294d30094bc.png,67,60-70,authoritative_subset_annotations,KSU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.11936031961643195,Medium (10-30%)
416,4f1f450b1d5af34ebb462b33935029255ca93a9b896c688d2f7c6dfc8ed9b458.png,66,60-70,authoritative_subset_annotations,UQ_11,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.11825287320535938,Medium (10-30%)
417,4f2dca7351a98ee65bed808631250a099378e1a32607a37c1e7d0b2f94977b6d.png,31,30-40,authoritative_subset_annotations,CIMMYT_3,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.07465846988618018,Low (<10%)
418,4fa8556aa0315a64a1570f45ac95525e07bb5f80763d5d3fcfa7508575139b87.png,45,40-50,authoritative_subset_annotations,KSU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.09415569472482783,Low (<10%)
419,4fb068e8c96620ef1d4534024db29fed881268c8fad8a5463938026cab93dc10.png,53,50-60,authoritative_subset_annotations,KSU_4,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.11644059611457659,Medium (10-30%)
420,5003d86c9a5beac5b56b17c32a54f996be0b2096ca7383b6428cab7435d182c2.png,40,40-50,authoritative_subset_annotations,NAU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.028175029393008456,Low (<10%)
421,502e53484406cb76d6e758db70675418f1fe32b61be08623457e03cc06b7791e.png,25,20-30,authoritative_subset_annotations,Terraref_1,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.0,Low (<10%)
422,502f3f96c611a8448da86814c448d96d430338e4fd7720d31bee269a266ac22e.png,49,40-50,authoritative_subset_annotations,CIMMYT_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.16782461552923644,Medium (10-30%)
423,5058e5d10d9498b62c3c28bfd1629a37eba520e3feba48abb34ceef995899b0c.png,36,30-40,authoritative_subset_annotations,NAU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.01609743069302568,Low (<10%)
424,5097ecffb3e1a22dd0612d4de4dda5d666fe389b857432cf37e0ad3ac7476080.png,59,50-60,authoritative_subset_annotations,KSU_4,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.10737305327652545,Medium (10-30%)
425,50a60c9fa391ab5b74f0ff027eb9f47933139ae17aa30b9727842cccfafb1b21.png,0,0-10,authoritative_subset_annotations,Terraref_2,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.0,Low (<10%)
426,5188ff96751fa49a393229f9adf32b0c80d692c941e5ca13e1578c329b20d23b.png,42,40-50,authoritative_subset_annotations,NAU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.05240158501274528,Low (<10%)
427,51983b41d224864885185bf765ed2ec1e04e57327bd4430bf3904458bde0aec8.png,38,30-40,authoritative_subset_annotations,CIMMYT_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.11732965009482359,Medium (10-30%)
428,51c9584a69c1acef853ad0876b3f5f5777c4bb0ddc22c85be2869c7daa300414.png,31,30-40,authoritative_subset_annotations,KSU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.004676754744964706,Low (<10%)
429,52432e62603dca638452cc862ed8992f091ba03e9db6166b30fe9783356adf4b.png,102,>100,authoritative_subset_annotations,UQ_8,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.1405219712505111,Medium (10-30%)
430,52678bd65686b853ffb41649ed6f670418f16b90af99fd70a10210c62a315819.png,62,60-70,authoritative_subset_annotations,KSU_4,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.040212038234933196,Low (<10%)
431,527d51784bad462e442d762760dc7d93ae92dc5f6310fef6a8853de5745d38d8.png,47,40-50,authoritative_subset_annotations,UQ_11,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.004521383076216885,Low (<10%)
432,52b22b72d2f02e8f6d4ac70b2e422aeb63d5b28fe14e687ea81d3e7a4e2d7274.png,69,60-70,authoritative_subset_annotations,NAU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.03369689216654813,Low (<10%)
433,52dcc07450b2e3168eeeb3679a94840a245c22b3ea20cf324c837ee3373a3d6b.png,45,40-50,authoritative_subset_annotations,CIMMYT_3,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.08033824995717953,Low (<10%)
434,52e6fbdd6830d1186fba07e54136da099da9d6bbb8aeefc93bb5d06579393faa.png,78,70-80,authoritative_subset_annotations,UQ_10,authoritative_subset_annotations,Filling-Ripening,authoritative_subset_annotations,0.07646759359182786,Low (<10%)
435,52fe0e7e01ad112fabecb3d1269e58a91929a866fb93028a6c9b5d7ab393ae8c.png,33,30-40,authoritative_subset_annotations,Terraref_2,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.04942989560109619,Low (<10%)
436,536510f01c5152c7ecf6663e6a99b76a267cf1b047e7b9d3658a4f5305c6aa83.png,71,70-80,authoritative_subset_annotations,Ukyoto_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.2629154507567252,Medium (10-30%)
437,5372c094d0423525ebee9abb610e7cae92fd7c7e90f3295a0c45e0edd41d1496.png,99,80-100,authoritative_subset_annotations,KSU_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.09473168246752862,Low (<10%)
438,53e0ec10e3aa1bcd7d63fe6f35ae6569b49c44d79b811edd562d743513edf11d.png,72,70-80,authoritative_subset_annotations,KSU_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.20330304145787037,Medium (10-30%)
439,53fa80d749774415f8702e0b3972157b747a2075db24815b8492ddc6dcf9b75e.png,51,50-60,authoritative_subset_annotations,NAU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.12013964283772331,Medium (10-30%)
440,541451aca1870998f80cddabf735c24cbaa3381cbe0aafcac3cc3df9882697f6.png,76,70-80,authoritative_subset_annotations,UQ_10,authoritative_subset_annotations,Filling-Ripening,authoritative_subset_annotations,0.5363537362970462,High (>30%)
441,54b2f4083a07b81a416e94ec24bd956472e1d55ba0fee478464af3de852a6761.png,94,80-100,authoritative_subset_annotations,UQ_8,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.2006069132848225,Medium (10-30%)
442,553b3252fe48946914f351f4d7343ce3803e3ffac6070bcc093d214230ec1c33.png,40,40-50,authoritative_subset_annotations,KSU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.05504950459045047,Low (<10%)
443,55778ad9182f4187f7f6a6de6b5d61284c316800b1c9d11229fb0c52240d0b69.png,101,>100,authoritative_subset_annotations,UQ_10,authoritative_subset_annotations,Filling-Ripening,authoritative_subset_annotations,0.14114637303181876,Medium (10-30%)
444,55e99cdc137ec9efdb2c547b574921d19e429556c2084a2450cb04ffe2920ddd.png,91,80-100,authoritative_subset_annotations,UQ_10,authoritative_subset_annotations,Filling-Ripening,authoritative_subset_annotations,0.14528002776082605,Medium (10-30%)
445,55e9ec047e81a9e4c219b207ae6bba12a34ba91588d17b0a73f0d344dd6201d3.png,29,20-30,authoritative_subset_annotations,CIMMYT_3,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.03580529953873611,Low (<10%)
446,55f613fed42697e3a265a798fb0cb58d54f54b6a867a42e4b418c2e35297870e.png,49,40-50,authoritative_subset_annotations,KSU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.4449951013768446,High (>30%)
447,55fd3409643644b282122f9ad3c2e5ea42c373a26fb4d7382fae5e80105900a3.png,94,80-100,authoritative_subset_annotations,KSU_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.09344739995421449,Low (<10%)
448,5615a23435baab649d86cb8de27acba9c8b4102806df261b7346aaaa820b3028.png,66,60-70,authoritative_subset_annotations,NAU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.09352582807700066,Low (<10%)
449,5661a9fa96878dce3615c40405f8bec8d9de3bf66da76b5dbe869c2d5e1cc343.png,20,20-30,authoritative_subset_annotations,Terraref_1,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.03534181091204338,Low (<10%)
450,56b4152cc3d940c7174d3aabae5d6803079238f88d447907f0ac8a2cd34b4a06.png,50,50-60,authoritative_subset_annotations,NAU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.5062679589877267,High (>30%)
451,5731c4f7f6d3d9dc218f6bcf1fff645c98f1af3e83e1750d4897c6efccc8e7eb.png,40,40-50,authoritative_subset_annotations,Ukyoto_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.18783021045530812,Medium (10-30%)
452,574287fa4224f7c5af2b3afbe33db59178ea73a490b12cdf231f359a66353939.png,14,10-20,authoritative_subset_annotations,Terraref_1,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.02285241174525702,Low (<10%)
453,57c9175f4d5ba4f1726e833bb03c6e7191e60e41a6c9401b07c2f84247b315dd.png,63,60-70,authoritative_subset_annotations,KSU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.04904664036218237,Low (<10%)
454,5821c65b4d9dda2ab8d3c0740d80562161865961bfcbcdf758ce034d1b91dab0.png,68,60-70,authoritative_subset_annotations,NAU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.056914244707741965,Low (<10%)
455,5838ee6aa16a22bdb93900a916757b3eedce2092fd2189cf18ef14e72340f341.png,45,40-50,authoritative_subset_annotations,Ukyoto_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.13152911891441016,Medium (10-30%)
456,58f310e9309163313e1c91850cf1f5b623dbe6caf2252d9ae050119e93e22ce3.png,4,0-10,authoritative_subset_annotations,Terraref_2,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.0,Low (<10%)
457,593d470af416151d387ee3c2a6a5cac8227d0efdc1b466b84925518a99f81e2b.png,78,70-80,authoritative_subset_annotations,KSU_4,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.07599371854439399,Low (<10%)
458,595d0c033cbda236c1cd008be31d8e60b0d00423d8440c29ba62c14357dd575a.png,38,30-40,authoritative_subset_annotations,NAU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.01799754488551523,Low (<10%)
459,597727012ebbe12b4a24307fa2205e9ab6bca0277e431a54da5340f36d1b5c68.png,12,10-20,authoritative_subset_annotations,Terraref_2,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.0,Low (<10%)
460,599468c838c6dc6bb38f9e1240d6c4506e6cbfe7e8eee55697cdb8554676abdc.png,47,40-50,authoritative_subset_annotations,CIMMYT_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.1529862449973283,Medium (10-30%)
461,59a92f3d11aff0c824db3d247c203ab76f4f454f8bb77b6d39400238679c8a4f.png,38,30-40,authoritative_subset_annotations,CIMMYT_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.08413653218368737,Low (<10%)
462,59b855a1cee8167cdf8722082c9e2871ba311c996ace170b59b06b103f53c6b5.png,23,20-30,authoritative_subset_annotations,Terraref_1,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.03279978901906153,Low (<10%)
463,5a41c0dde9df85947dca94c432cfa99badd9870e1379ebc60059513cc99a6376.png,69,60-70,authoritative_subset_annotations,KSU_4,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.14340658109204812,Medium (10-30%)
464,5a57a094f8df533ba95447eabf6a79afc1334c97f9c5071387c29881e8105847.png,107,>100,authoritative_subset_annotations,UQ_10,authoritative_subset_annotations,Filling-Ripening,authoritative_subset_annotations,0.1536639081908071,Medium (10-30%)
465,5a82342755757a94c3b71c5133745b7d0832f40db32d500df4895d9d52cf5968.png,59,50-60,authoritative_subset_annotations,KSU_4,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.1166842446265571,Medium (10-30%)
466,5acb9f057f3c072ef777d3eae2044f9509fb29659f25868cc333f6a8b64301fd.png,61,60-70,authoritative_subset_annotations,KSU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.03319244866421513,Low (<10%)
467,5af01718453d0438fe38aef4e6ebc9443ecb2b2599814935a727f62e3e275f24.png,58,50-60,authoritative_subset_annotations,KSU_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.05946073822383342,Low (<10%)
468,5b0d1008637f29e5fe860c62c894563e6b63fdfc036eff2790387a6cb27edcce.png,55,50-60,authoritative_subset_annotations,UQ_11,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.015248717297553427,Low (<10%)
469,5b1daeffdf00abd3712b7754902da5fdd4e18351303c37489bdf251ee16ec473.png,84,80-100,authoritative_subset_annotations,KSU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.08931153045930279,Low (<10%)
470,5b21aeaf8d83903c96e58bfe80a450aa7cbb5ddf04242262a5548220188540e7.png,55,50-60,authoritative_subset_annotations,KSU_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.24652815665613595,Medium (10-30%)
471,5b3ee410f98801ff447e7ac9282c06404d6dc2fdd5117a4961cdb94c023309b5.png,75,70-80,authoritative_subset_annotations,UQ_10,authoritative_subset_annotations,Filling-Ripening,authoritative_subset_annotations,0.07757328620412365,Low (<10%)
472,5b75c3599a6f9b1277068e8a3a9d9a812190f99fb0194a0ef0b7028da51db287.png,52,50-60,authoritative_subset_annotations,CIMMYT_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.01654616370479604,Low (<10%)
473,5b862ad5f0c786daf377a2038a775d339905cdfae4869e07fc6fe4d0d969f269.png,34,30-40,authoritative_subset_annotations,CIMMYT_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.055782202347542185,Low (<10%)
474,5ba87579dadaaf1ea09e4530ef24be0dd5ce5c1edff9b809eaa848c62f1d4765.png,36,30-40,authoritative_subset_annotations,CIMMYT_3,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.14796530198059668,Medium (10-30%)
475,5c2fc1d09574b26e5c8206d4fd54fdc550140f71d0bb25a805fb30c8b62e190e.png,8,0-10,authoritative_subset_annotations,Terraref_2,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.06351853600209187,Low (<10%)
476,5c2fc730b350101dfff45ed8825b50bb8c7506bcbc23786ec55268b74ae1233b.png,44,40-50,authoritative_subset_annotations,KSU_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.1597223502522836,Medium (10-30%)
477,5c58ed14c3488b1bc50bb9842053d8e985226a7144afd6613cf621e5c17cf89c.png,31,30-40,authoritative_subset_annotations,KSU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.12636373918867266,Medium (10-30%)
478,5ccbe5d8161c90e9804a7b1c162745d502493d8fe12c5f3461bc347d77397487.png,40,40-50,authoritative_subset_annotations,CIMMYT_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.09896414235877751,Low (<10%)
479,5d13a2ba3ff1a01980d929c1876a9aff679c0e92691acfb812893d0539ddfa0b.png,19,10-20,authoritative_subset_annotations,Terraref_2,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.05401704082266314,Low (<10%)
480,5d31ce44edd6bb868b88300dc0b1e24f19cd9819acae031539e54fac3edeb9da.png,0,0-10,authoritative_subset_annotations,CIMMYT_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.0,Low (<10%)
481,5d3e2109802b202f55229ce79094650c803d658379504efae680bb6e2e779082.png,31,30-40,authoritative_subset_annotations,CIMMYT_3,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.10525429959358204,Medium (10-30%)
482,5d47eb56ce414c6ae841735baf0375e7657c23995d44edcaf43a08822f0472dc.png,43,40-50,authoritative_subset_annotations,NAU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.25850883525952295,Medium (10-30%)
483,5d79ad5021d6601c2622dcbe5c736d34d10386132a110674d5f70b95560d31e8.png,36,30-40,authoritative_subset_annotations,NAU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.01779163537780694,Low (<10%)
484,5d8aeadb88917be3bdbc9dbc3b9864c4c73eac71ba6ae0963d27ab1cb9b1d633.png,79,70-80,authoritative_subset_annotations,NAU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.02344408224859028,Low (<10%)
485,5d93275c77c08fe77caff8ccb6b0a2612aa443b5b6fc20ce520d0eb39a67280d.png,15,10-20,authoritative_subset_annotations,CIMMYT_3,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.005381263616557734,Low (<10%)
486,5da635047be58a3af960f8d67bdfe09c829a81938f763cb4341f7f886eaac036.png,55,50-60,authoritative_subset_annotations,KSU_4,authoritative_subset_annotations,Ripening,authoritative_subset_annotations,0.08209925257477078,Low (<10%)
487,5da9d6e59df9fde4e41e4672c00d2c77459baec0844fa906aeda823b28cc1611.png,78,70-80,authoritative_subset_annotations,Ukyoto_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.45919721691752485,High (>30%)
488,5dd2895a335ca68c9cb7d4c3a9d5970b349e24128904bc787e2579f24695e99d.png,76,70-80,authoritative_subset_annotations,KSU_1,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.10179404904835791,Medium (10-30%)
489,5e2ba571f8dce782af6f54fe1fde2f01561753d8c91b2b90da8e1f69431f5fb0.png,51,50-60,authoritative_subset_annotations,KSU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.052664310734163194,Low (<10%)
490,5e5ad8b73482222eac1c6a2b973d76fb27a0d40c334d769eebb767e8b7ea509e.png,6,0-10,authoritative_subset_annotations,Terraref_2,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.0,Low (<10%)
491,5ebac9ed40313bd330260836e231ce1dd014d7dbbe7f3ffac22d7fe316f98783.png,26,20-30,authoritative_subset_annotations,Terraref_2,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.0,Low (<10%)
492,5ed5383abafe71472952ac0fcfe95bb9d48dc15abf814185ca0277f640feaa64.png,108,>100,authoritative_subset_annotations,KSU_3,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.05143502421417638,Low (<10%)
493,5ed60d5ae36e37cb75d6bd7fce12ac78f9fbe648de5db839c2507c9ce3540c89.png,27,20-30,authoritative_subset_annotations,UQ_11,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.10347735809839602,Medium (10-30%)
494,5edc56e2eb7fa513a308521dbaf2193dc99aa048a7b472c29ac4d663d841d640.png,60,60-70,authoritative_subset_annotations,NAU_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.03288980191481204,Low (<10%)
495,5efdd8e22fa6982d6d806699d1e91cdfec9d3f1a011221b3f143202879931e68.png,39,30-40,authoritative_subset_annotations,CIMMYT_2,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.1451704371412953,Medium (10-30%)
496,5f5172a606daa823850444be2c23208701d61c27eeb6d9ec656fcf78733ebdcd.png,64,60-70,authoritative_subset_annotations,UQ_10,authoritative_subset_annotations,Filling-Ripening,authoritative_subset_annotations,0.12153572896394145,Medium (10-30%)
497,5f60431e02c4d776181ff6f487765d7fbcb15e16d4a917b3639ced3ac8b0187e.png,45,40-50,authoritative_subset_annotations,CIMMYT_3,authoritative_subset_annotations,Post-Flowering,authoritative_subset_annotations,0.13988254731838645,Medium (10-30%)
498,5f6c998055bac1f8a39c4d3bbedffc804eb9af18ffce2c82bc6905e9afd6c74c.png,2,0-10,authoritative_subset_annotations,Terraref_2,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.0,Low (<10%)
499,5fc558c53edc9c86cfe9e7aea4703dc658e3da5b28c1680f7b1e7c9bf1e2c91a.png,90,80-100,authoritative_subset_annotations,UQ_10,authoritative_subset_annotations,Filling-Ripening,authoritative_subset_annotations,0.04063096946430294,Low (<10%)
500,5fd2c2add8f92cf0e0fc00736a2ca9d06116a3e207956a0be6a0c4e278b55017.png,21,20-30,authoritative_subset_annotations,Terraref_2,authoritative_subset_annotations,Filling,authoritative_subset_annotations,0.0,Low (<10%)
